dataset_id,library_id,sample_id,rna_assay,tcr_assay,tcr_scope,active,notes
GSE178882,GSM5399892,GSM5399892,10x 5',vdj,unspecified_ab_or_gd,true,PBMC; cell type: PBMC
GSE178882,GSM5399893,GSM5399893,10x 5',vdj,unspecified_ab_or_gd,true,PBMC; cell type: PBMC
GSE178882,GSM5399894,GSM5399894,10x 5',vdj,unspecified_ab_or_gd,true,PBMC; cell type: PBMC
GSE178882,GSM5399895,GSM5399895,10x 5',vdj,unspecified_ab_or_gd,true,PBMC; cell type: PBMC
GSE178882,GSM5399896,GSM5399896,10x 5',vdj,unspecified_ab_or_gd,true,PBMC; cell type: PBMC
GSE178882,GSM5399897,GSM5399897,10x 5',vdj,unspecified_ab_or_gd,true,PBMC; cell type: PBMC
GSE179994,__dataset_level_pending_curation__,,unknown,unknown,unknown,false,No row in sample_information_final_full.csv; curate before activation.
GSE181710,__dataset_level_pending_curation__,,unknown,unknown,unknown,false,No row in sample_information_final_full.csv; curate before activation.
GSE188620,GSM5686902,GSM5686902,10x 5',vdj,unspecified_ab_or_gd,true,PBMCs
GSE188620,GSM5686903,GSM5686903,10x 5',vdj,unspecified_ab_or_gd,true,PBMCs
GSE188620,GSM5686904,GSM5686904,10x 5',vdj,unspecified_ab_or_gd,true,PBMCs
GSE188620,GSM5686905,GSM5686905,10x 5',vdj,unspecified_ab_or_gd,true,PBMCs
GSE188620,GSM5686906,GSM5686906,10x 5',vdj,unspecified_ab_or_gd,true,PBMCs
GSE188620,GSM5686907,GSM5686907,10x 5',vdj,unspecified_ab_or_gd,true,PBMCs
GSE188620,GSM5686908,GSM5686908,10x 5',vdj,unspecified_ab_or_gd,true,PBMCs
GSE188620,GSM5686909,GSM5686909,10x 5',vdj,unspecified_ab_or_gd,true,PBMCs
GSE188620,GSM5686910,GSM5686910,10x 5',vdj,unspecified_ab_or_gd,true,resected tumo
GSE188620,GSM5686911,GSM5686911,10x 5',vdj,unspecified_ab_or_gd,true,resected tumo
GSE188620,GSM5686912,GSM5686912,10x 5',vdj,unspecified_ab_or_gd,true,resected tumo
GSE188620,GSM5686913,GSM5686913,10x 5',vdj,unspecified_ab_or_gd,true,resected tumo
GSE188620,GSM5686914,GSM5686914,10x 5',vdj,unspecified_ab_or_gd,true,resected tumo
GSE188620,GSM5686915,GSM5686915,10x 5',vdj,unspecified_ab_or_gd,true,resected tumo
GSE188620,GSM5686916,GSM5686916,10x 5',vdj,unspecified_ab_or_gd,true,resected tumo
GSE188620,GSM5686917,GSM5686917,10x 5',vdj,unspecified_ab_or_gd,true,resected tumo
GSE188620,GSM5686918,GSM5686918,10x 5',vdj,unspecified_ab_or_gd,true,resected tumo
GSE188620,GSM5686919,GSM5686919,10x 5',vdj,unspecified_ab_or_gd,true,resected tumo
GSE188620,GSM5686920,GSM5686920,10x 5',vdj,unspecified_ab_or_gd,true,resected tumo
GSE188620,GSM5686921,GSM5686921,10x 5',vdj,unspecified_ab_or_gd,true,resected tumo
GSE188620,GSM5686922,GSM5686922,10x 5',vdj,unspecified_ab_or_gd,true,resected tumo
GSE188620,GSM5686923,GSM5686923,10x 5',vdj,unspecified_ab_or_gd,true,resected tumo
GSE188620,GSM5686924,GSM5686924,10x 5',vdj,unspecified_ab_or_gd,true,GBM6-AD cells
GSE189126,__dataset_level_pending_curation__,,unknown,unknown,unknown,false,No row in sample_information_final_full.csv; curate before activation.
GSE190870,GSM5091209,GSM5091209,10x 5',vdj,unspecified_ab_or_gd,true,human breast cancer
GSE190870,GSM5091210,GSM5091210,10x 5',vdj,unspecified_ab_or_gd,true,human breast cancer
GSE190870,GSM5091211,GSM5091211,10x 5',vdj,unspecified_ab_or_gd,true,human breast cancer
GSE190870,GSM5091212,GSM5091212,10x 5',vdj,unspecified_ab_or_gd,true,human breast cancer
GSE190870,GSM5091213,GSM5091213,10x 5',vdj,unspecified_ab_or_gd,true,human breast cancer
GSE190870,GSM5091214,GSM5091214,10x 5',vdj,unspecified_ab_or_gd,true,human breast cancer
GSE190870,GSM5091215,GSM5091215,10x 5',vdj,unspecified_ab_or_gd,true,human breast cancer
GSE190870,GSM5091216,GSM5091216,10x 5',vdj,unspecified_ab_or_gd,true,human breast cancer
GSE190870,GSM5091217,GSM5091217,10x 5',vdj,unspecified_ab_or_gd,true,human breast cancer
GSE190870,GSM5091218,GSM5091218,10x 5',vdj,unspecified_ab_or_gd,true,human breast cancer
GSE190870,GSM5091219,GSM5091219,10x 5',vdj,unspecified_ab_or_gd,true,human breast cancer
GSE190870,GSM5091220,GSM5091220,10x 5',vdj,unspecified_ab_or_gd,true,human breast cancer
GSE190870,GSM5091221,GSM5091221,10x 5',vdj,unspecified_ab_or_gd,true,human breast cancer
GSE190870,GSM5091222,GSM5091222,10x 5',vdj,unspecified_ab_or_gd,true,human breast cancer
GSE190870,GSM5091223,GSM5091223,10x 5',vdj,unspecified_ab_or_gd,true,human breast cancer
GSE190870,GSM5091224,GSM5091224,10x 5',vdj,unspecified_ab_or_gd,true,human breast cancer
GSE190870,GSM5091226,GSM5091226,10x 5',vdj,unspecified_ab_or_gd,true,human breast cancer
GSE190870,GSM5091227,GSM5091227,10x 5',vdj,unspecified_ab_or_gd,true,human breast cancer
GSE190870,GSM5091228,GSM5091228,10x 5',vdj,unspecified_ab_or_gd,true,human breast cancer
GSE190870,GSM5091229,GSM5091229,10x 5',vdj,unspecified_ab_or_gd,true,human breast cancer
GSE190870,GSM5091230,GSM5091230,10x 5',vdj,unspecified_ab_or_gd,true,human breast cancer
GSE190870,GSM5091231,GSM5091231,10x 5',vdj,unspecified_ab_or_gd,true,human breast cancer
GSE190870,GSM5091232,GSM5091232,10x 5',vdj,unspecified_ab_or_gd,true,human breast cancer
GSE190870,GSM5091233,GSM5091233,10x 5',vdj,unspecified_ab_or_gd,true,human breast cancer
GSE190870,GSM5091234,GSM5091234,10x 5',vdj,unspecified_ab_or_gd,true,human breast cancer
GSE190870,GSM5091235,GSM5091235,10x 5',vdj,unspecified_ab_or_gd,true,human breast cancer
GSE190870,GSM5091236,GSM5091236,10x 5',vdj,unspecified_ab_or_gd,true,human breast cancer
GSE190870,GSM5091237,GSM5091237,10x 5',vdj,unspecified_ab_or_gd,true,human breast cancer
GSE190870,GSM5091238,GSM5091238,10x 5',vdj,unspecified_ab_or_gd,true,human breast cancer
GSE190870,GSM5091239,GSM5091239,10x 5',vdj,unspecified_ab_or_gd,true,human breast cancer
GSE190870,GSM5091240,GSM5091240,10x 5',vdj,unspecified_ab_or_gd,true,human breast cancer
GSE190870,GSM5091241,GSM5091241,10x 5',vdj,unspecified_ab_or_gd,true,human breast cancer
GSE190870,GSM5732357,GSM5732357,10x (unspecified),none,none,true,human breast cancer; pathological type: Invasive ductal carcinoma
GSE190870,GSM5732358,GSM5732358,10x (unspecified),none,none,true,human breast cancer; pathological type: Invasive ductal carcinoma
GSE190870,GSM5732359,GSM5732359,10x (unspecified),none,none,true,human breast cancer; pathological type: Invasive ductal carcinoma
GSE190870,GSM5732360,GSM5732360,10x (unspecified),none,none,true,human breast cancer; pathological type: Invasive ductal carcinoma
GSE198265,__dataset_level_pending_curation__,,unknown,unknown,unknown,false,No row in sample_information_final_full.csv; curate before activation.
GSE206325,__dataset_level_pending_curation__,,unknown,unknown,unknown,false,No row in sample_information_final_full.csv; curate before activation.
GSE211504,GSM6474817,GSM6474817,10x 5',vdj,unspecified_ab_or_gd,true,whole blood
GSE211504,GSM6474818,GSM6474818,10x 5',vdj,unspecified_ab_or_gd,true,whole blood
GSE211504,GSM6474819,GSM6474819,10x 5',vdj,unspecified_ab_or_gd,true,whole blood
GSE211504,GSM6474820,GSM6474820,10x 5',vdj,unspecified_ab_or_gd,true,whole blood
GSE211504,GSM6474821,GSM6474821,10x 5',vdj,unspecified_ab_or_gd,true,whole blood
GSE211504,GSM6474822,GSM6474822,10x 5',vdj,unspecified_ab_or_gd,true,whole blood
GSE211504,GSM6474823,GSM6474823,10x 5',vdj,unspecified_ab_or_gd,true,whole blood
GSE211504,GSM6474824,GSM6474824,10x 5',vdj,unspecified_ab_or_gd,true,whole blood
GSE211504,GSM6474825,GSM6474825,10x 5',vdj,unspecified_ab_or_gd,true,whole blood
GSE211504,GSM6474826,GSM6474826,10x 5',vdj,unspecified_ab_or_gd,true,whole blood
GSE211504,GSM6474827,GSM6474827,10x 5',vdj,unspecified_ab_or_gd,true,whole blood
GSE211504,GSM6474828,GSM6474828,10x 5',vdj,unspecified_ab_or_gd,true,whole blood
GSE212217,GSM6514096,GSM6514096,10x 5',vdj,unspecified_ab_or_gd,true,Peripheral blood mononuclear cells; cell type: Peripheral blood mononuclear cells
GSE212217,GSM6514097,GSM6514097,10x 5',vdj,unspecified_ab_or_gd,true,Peripheral blood mononuclear cells; cell type: Peripheral blood mononuclear cells
GSE212217,GSM6514098,GSM6514098,10x 5',vdj,unspecified_ab_or_gd,true,Peripheral blood mononuclear cells; cell type: Peripheral blood mononuclear cells
GSE212217,GSM6514099,GSM6514099,10x 5',vdj,unspecified_ab_or_gd,true,Peripheral blood mononuclear cells; cell type: Peripheral blood mononuclear cells
GSE212217,GSM6514100,GSM6514100,10x 5',vdj,unspecified_ab_or_gd,true,Peripheral blood mononuclear cells; cell type: Peripheral blood mononuclear cells
GSE212217,GSM6514101,GSM6514101,10x 5',vdj,unspecified_ab_or_gd,true,Peripheral blood mononuclear cells; cell type: Peripheral blood mononuclear cells
GSE212217,GSM6514102,GSM6514102,10x 5',vdj,unspecified_ab_or_gd,true,Peripheral blood mononuclear cells; cell type: Peripheral blood mononuclear cells
GSE212217,GSM6514103,GSM6514103,10x 5',vdj,unspecified_ab_or_gd,true,Peripheral blood mononuclear cells; cell type: Peripheral blood mononuclear cells
GSE212217,GSM6514104,GSM6514104,10x 5',vdj,unspecified_ab_or_gd,true,Peripheral blood mononuclear cells; cell type: Peripheral blood mononuclear cells
GSE212217,GSM6514105,GSM6514105,10x 5',vdj,unspecified_ab_or_gd,true,Peripheral blood mononuclear cells; cell type: Peripheral blood mononuclear cells
GSE212217,GSM6514106,GSM6514106,10x 5',vdj,unspecified_ab_or_gd,true,Peripheral blood mononuclear cells; cell type: Peripheral blood mononuclear cells
GSE212217,GSM6514107,GSM6514107,10x 5',vdj,unspecified_ab_or_gd,true,Peripheral blood mononuclear cells; cell type: Peripheral blood mononuclear cells
GSE212217,GSM6514108,GSM6514108,10x 5',vdj,unspecified_ab_or_gd,true,Peripheral blood mononuclear cells; cell type: Peripheral blood mononuclear cells
GSE212217,GSM6514109,GSM6514109,10x 5',vdj,unspecified_ab_or_gd,true,Peripheral blood mononuclear cells; cell type: Peripheral blood mononuclear cells
GSE212217,GSM6514110,GSM6514110,10x 5',vdj,unspecified_ab_or_gd,true,Peripheral blood mononuclear cells; cell type: Peripheral blood mononuclear cells
GSE212217,GSM6514111,GSM6514111,10x 5',vdj,unspecified_ab_or_gd,true,Peripheral blood mononuclear cells; cell type: Peripheral blood mononuclear cells
GSE212217,GSM6514112,GSM6514112,10x 5',vdj,unspecified_ab_or_gd,true,Peripheral blood mononuclear cells; cell type: Peripheral blood mononuclear cells
GSE212217,GSM6514113,GSM6514113,10x 5',vdj,unspecified_ab_or_gd,true,Peripheral blood mononuclear cells; cell type: Peripheral blood mononuclear cells
GSE212217,GSM6514114,GSM6514114,10x 5',vdj,unspecified_ab_or_gd,true,Peripheral blood mononuclear cells; cell type: Peripheral blood mononuclear cells
GSE212217,GSM6514115,GSM6514115,10x 5',vdj,unspecified_ab_or_gd,true,Peripheral blood mononuclear cells; cell type: Peripheral blood mononuclear cells
GSE212217,GSM6514116,GSM6514116,10x 5',vdj,unspecified_ab_or_gd,true,Peripheral blood mononuclear cells; cell type: Peripheral blood mononuclear cells
GSE212217,GSM6514117,GSM6514117,10x 5',vdj,unspecified_ab_or_gd,true,Peripheral blood mononuclear cells; cell type: Peripheral blood mononuclear cells
GSE212217,GSM6514118,GSM6514118,10x 5',vdj,unspecified_ab_or_gd,true,Peripheral blood mononuclear cells; cell type: Peripheral blood mononuclear cells
GSE212217,GSM6514119,GSM6514119,10x 5',vdj,unspecified_ab_or_gd,true,Peripheral blood mononuclear cells; cell type: Peripheral blood mononuclear cells
GSE212217,GSM6514120,GSM6514120,10x 5',vdj,unspecified_ab_or_gd,true,Peripheral blood mononuclear cells; cell type: Peripheral blood mononuclear cells
GSE212217,GSM6514121,GSM6514121,10x 5',vdj,unspecified_ab_or_gd,true,Peripheral blood mononuclear cells; cell type: Peripheral blood mononuclear cells
GSE212217,GSM6514122,GSM6514122,10x 5',vdj,unspecified_ab_or_gd,true,Peripheral blood mononuclear cells; cell type: Peripheral blood mononuclear cells
GSE212217,GSM6514123,GSM6514123,10x 5',vdj,unspecified_ab_or_gd,true,Peripheral blood mononuclear cells; cell type: Peripheral blood mononuclear cells
GSE212217,GSM6514124,GSM6514124,10x 5',vdj,unspecified_ab_or_gd,true,Peripheral blood mononuclear cells; cell type: Peripheral blood mononuclear cells
GSE212217,GSM6514125,GSM6514125,10x 5',vdj,unspecified_ab_or_gd,true,Peripheral blood mononuclear cells; cell type: Peripheral blood mononuclear cells
GSE212217,GSM6514126,GSM6514126,10x 5',vdj,unspecified_ab_or_gd,true,Peripheral blood mononuclear cells; cell type: Peripheral blood mononuclear cells
GSE212217,GSM6514127,GSM6514127,10x 5',vdj,unspecified_ab_or_gd,true,Peripheral blood mononuclear cells; cell type: Peripheral blood mononuclear cells
GSE212217,GSM6514128,GSM6514128,10x 5',vdj,unspecified_ab_or_gd,true,Peripheral blood mononuclear cells; cell type: Peripheral blood mononuclear cells
GSE212217,GSM6514129,GSM6514129,10x 5',vdj,unspecified_ab_or_gd,true,Peripheral blood mononuclear cells; cell type: Peripheral blood mononuclear cells
GSE212217,GSM6514130,GSM6514130,10x 5',vdj,unspecified_ab_or_gd,true,Peripheral blood mononuclear cells; cell type: Peripheral blood mononuclear cells
GSE212217,GSM6514131,GSM6514131,10x 5',vdj,unspecified_ab_or_gd,true,Peripheral blood mononuclear cells; cell type: Peripheral blood mononuclear cells
GSE212217,GSM6514132,GSM6514132,10x 5',vdj,unspecified_ab_or_gd,true,Peripheral blood mononuclear cells; cell type: Peripheral blood mononuclear cells
GSE212217,GSM6514133,GSM6514133,10x 5',vdj,unspecified_ab_or_gd,true,Peripheral blood mononuclear cells; cell type: Peripheral blood mononuclear cells
GSE212217,GSM6514134,GSM6514134,10x 5',vdj,unspecified_ab_or_gd,true,Peripheral blood mononuclear cells; cell type: Peripheral blood mononuclear cells
GSE212217,GSM6514135,GSM6514135,10x 5',vdj,unspecified_ab_or_gd,true,Peripheral blood mononuclear cells; cell type: Peripheral blood mononuclear cells
GSE212217,GSM6514136,GSM6514136,10x 5',vdj,unspecified_ab_or_gd,true,Peripheral blood mononuclear cells; cell type: Peripheral blood mononuclear cells
GSE212217,GSM6514137,GSM6514137,10x 5',vdj,unspecified_ab_or_gd,true,Peripheral blood mononuclear cells; cell type: Peripheral blood mononuclear cells
GSE212217,GSM6514138,GSM6514138,10x 5',vdj,unspecified_ab_or_gd,true,Peripheral blood mononuclear cells; cell type: Peripheral blood mononuclear cells
GSE212217,GSM6514139,GSM6514139,10x 5',vdj,unspecified_ab_or_gd,true,Peripheral blood mononuclear cells; cell type: Peripheral blood mononuclear cells
GSE212217,GSM6514140,GSM6514140,10x 5',vdj,unspecified_ab_or_gd,true,Peripheral blood mononuclear cells; cell type: Peripheral blood mononuclear cells
GSE212217,GSM6514141,GSM6514141,10x 5',vdj,unspecified_ab_or_gd,true,Peripheral blood mononuclear cells; cell type: Peripheral blood mononuclear cells
GSE212217,GSM6514142,GSM6514142,10x 5',vdj,unspecified_ab_or_gd,true,Peripheral blood mononuclear cells; cell type: Peripheral blood mononuclear cells
GSE212217,GSM6514143,GSM6514143,10x 5',vdj,unspecified_ab_or_gd,true,Peripheral blood mononuclear cells; cell type: Peripheral blood mononuclear cells
GSE212217,GSM6514144,GSM6514144,10x 5',vdj,unspecified_ab_or_gd,true,Peripheral blood mononuclear cells; cell type: Peripheral blood mononuclear cells
GSE212217,GSM6514145,GSM6514145,10x 5',vdj,unspecified_ab_or_gd,true,Peripheral blood mononuclear cells; cell type: Peripheral blood mononuclear cells
GSE212217,GSM6514146,GSM6514146,10x 5',vdj,unspecified_ab_or_gd,true,Peripheral blood mononuclear cells; cell type: Peripheral blood mononuclear cells
GSE212217,GSM6514147,GSM6514147,10x 5',vdj,unspecified_ab_or_gd,true,Peripheral blood mononuclear cells; cell type: Peripheral blood mononuclear cells
GSE212217,GSM6514148,GSM6514148,10x 5',vdj,unspecified_ab_or_gd,true,Peripheral blood T cells; cell type: Peripheral blood T cells
GSE212217,GSM6514149,GSM6514149,10x 5',vdj,unspecified_ab_or_gd,true,Peripheral blood T cells; cell type: Peripheral blood T cells
GSE212217,GSM6514150,GSM6514150,10x 5',vdj,unspecified_ab_or_gd,true,Peripheral blood T cells; cell type: Peripheral blood T cells
GSE212217,GSM6514151,GSM6514151,10x 5',vdj,unspecified_ab_or_gd,true,Peripheral blood T cells; cell type: Peripheral blood T cells
GSE212217,GSM6514152,GSM6514152,10x 5',vdj,unspecified_ab_or_gd,true,Peripheral blood T cells; cell type: Peripheral blood T cells
GSE212217,GSM6514153,GSM6514153,10x 5',vdj,unspecified_ab_or_gd,true,Peripheral blood T cells; cell type: Peripheral blood T cells
GSE212217,GSM6514154,GSM6514154,10x 5',vdj,unspecified_ab_or_gd,true,Peripheral blood T cells; cell type: Peripheral blood T cells
GSE212217,GSM6514155,GSM6514155,10x 5',vdj,unspecified_ab_or_gd,true,Peripheral blood T cells; cell type: Peripheral blood T cells
GSE212217,GSM6514156,GSM6514156,10x 5',vdj,unspecified_ab_or_gd,true,Peripheral blood T cells; cell type: Peripheral blood T cells
GSE212217,GSM6514157,GSM6514157,10x 5',vdj,unspecified_ab_or_gd,true,Peripheral blood T cells; cell type: Peripheral blood T cells
GSE212217,GSM6514158,GSM6514158,10x 5',vdj,unspecified_ab_or_gd,true,Peripheral blood T cells; cell type: Peripheral blood T cells
GSE212217,GSM6514159,GSM6514159,10x 5',vdj,unspecified_ab_or_gd,true,Peripheral blood T cells; cell type: Peripheral blood T cells
GSE212217,GSM6514160,GSM6514160,10x 5',vdj,unspecified_ab_or_gd,true,Peripheral blood T cells; cell type: Peripheral blood T cells
GSE212217,GSM6514161,GSM6514161,10x 5',vdj,unspecified_ab_or_gd,true,Peripheral blood T cells; cell type: Peripheral blood T cells
GSE212217,GSM6514162,GSM6514162,10x 5',vdj,unspecified_ab_or_gd,true,Peripheral blood T cells; cell type: Peripheral blood T cells
GSE212217,GSM6514163,GSM6514163,10x 5',vdj,unspecified_ab_or_gd,true,Peripheral blood T cells; cell type: Peripheral blood T cells
GSE212217,GSM6514164,GSM6514164,10x 5',vdj,unspecified_ab_or_gd,true,Peripheral blood T cells; cell type: Peripheral blood T cells
GSE212217,GSM6514165,GSM6514165,10x 5',vdj,unspecified_ab_or_gd,true,Peripheral blood T cells; cell type: Peripheral blood T cells
GSE212217,GSM6514166,GSM6514166,10x 5',vdj,unspecified_ab_or_gd,true,Peripheral blood T cells; cell type: Peripheral blood T cells
GSE212217,GSM6514167,GSM6514167,10x 5',vdj,unspecified_ab_or_gd,true,Peripheral blood T cells; cell type: Peripheral blood T cells
GSE212217,GSM6514168,GSM6514168,10x 5',vdj,unspecified_ab_or_gd,true,Peripheral blood T cells; cell type: Peripheral blood T cells
GSE212217,GSM6514169,GSM6514169,10x 5',vdj,unspecified_ab_or_gd,true,Peripheral blood T cells; cell type: Peripheral blood T cells
GSE212217,GSM6514170,GSM6514170,10x 5',vdj,unspecified_ab_or_gd,true,Peripheral blood T cells; cell type: Peripheral blood T cells
GSE212217,GSM6514171,GSM6514171,10x 5',vdj,unspecified_ab_or_gd,true,Peripheral blood T cells; cell type: Peripheral blood T cells
GSE212217,GSM6514172,GSM6514172,10x 5',vdj,unspecified_ab_or_gd,true,Peripheral blood T cells; cell type: Peripheral blood T cells
GSE212217,GSM6514173,GSM6514173,10x 5',vdj,unspecified_ab_or_gd,true,Peripheral blood T cells; cell type: Peripheral blood T cells
GSE212217,GSM6514174,GSM6514174,10x 5',vdj,unspecified_ab_or_gd,true,Peripheral blood T cells; cell type: Peripheral blood T cells
GSE212217,GSM6514175,GSM6514175,10x 5',vdj,unspecified_ab_or_gd,true,Peripheral blood T cells; cell type: Peripheral blood T cells
GSE212217,GSM6514176,GSM6514176,10x 5',vdj,unspecified_ab_or_gd,true,Peripheral blood T cells; cell type: Peripheral blood T cells
GSE212217,GSM6514177,GSM6514177,10x 5',vdj,unspecified_ab_or_gd,true,Peripheral blood T cells; cell type: Peripheral blood T cells
GSE212217,GSM6514178,GSM6514178,10x 5',vdj,unspecified_ab_or_gd,true,Peripheral blood T cells; cell type: Peripheral blood T cells
GSE212217,GSM6514179,GSM6514179,10x 5',vdj,unspecified_ab_or_gd,true,Peripheral blood T cells; cell type: Peripheral blood T cells
GSE212217,GSM6514180,GSM6514180,10x 5',vdj,unspecified_ab_or_gd,true,Peripheral blood T cells; cell type: Peripheral blood T cells
GSE212217,GSM6514181,GSM6514181,10x 5',vdj,unspecified_ab_or_gd,true,Peripheral blood T cells; cell type: Peripheral blood T cells
GSE212217,GSM6514182,GSM6514182,10x 5',vdj,unspecified_ab_or_gd,true,Peripheral blood T cells; cell type: Peripheral blood T cells
GSE212217,GSM6514183,GSM6514183,10x 5',vdj,unspecified_ab_or_gd,true,Peripheral blood T cells; cell type: Peripheral blood T cells
